intid,main_street,cross_street,main_suffix,cross_suffix,cross_prefix,main_prefix,longitude,latitude
 1734107022289,BROADWAY,42ND, ,ST,S,W,-85.8220648992069,38.2503723179609
 1734207021026,BROADWAY,CECIL, ,AVE, ,W,-85.8213708993251,38.2503492157856
 1734307021026,BROADWAY,CECIL, ,AVE, ,W,-85.8206023815989,38.2503226487459
 1734522906838,47TH,VARBLE,ST,AVE, ,S,-85.8314614505298,38.2496078304414
 1734768387120,VARBLE,SOUTHWESTERN,AVE,PKY, , ,-85.829442583594,38.249530416988
 1734822836838,45TH,VARBLE,ST,AVE, ,S,-85.827125486141,38.2494578513009
 1734906712290,BREWSTER,47TH,AVE,ST,S, ,-85.8315600417668,38.248695253135
 1735106717120,BREWSTER,SOUTHWESTERN,AVE,PKY, , ,-85.8295360246838,38.2486146706119
 1735206711620,BREWSTER,DOERHOEFER,AVE,AVE, , ,-85.827222806311,38.2485467923334
 1735206712283,BREWSTER,45TH,AVE,ST,S, ,-85.827222806311,38.2485467923334
 1735216202283,DOERHOEFER,45TH,AVE,ST,S, ,-85.827222806311,38.2485467923334
 1735316203948,DOERHOEFER,LORETTO,AVE,AVE, , ,-85.8262947709742,38.2485094953481
 1735416202287,DOERHOEFER,44TH,AVE,ST,S, ,-85.8251594897921,38.2484814817073
 1735516202294,DOERHOEFER,43RD,AVE,ST,S, ,-85.8236913281579,38.2484341111647
 1735616202289,DOERHOEFER,42ND,AVE,ST,S, ,-85.8222292206389,38.2483837569611
 1735824827120,GARLAND,SOUTHWESTERN,AVE,PKY, , ,-85.8296367713587,38.2476910631811
 1735922902482,47TH,GARLAND,ST,AVE, ,S,-85.832158729053,38.2478933243732
 1736022832482,45TH,GARLAND,ST,AVE, ,S,-85.8273599621978,38.2474836653909
 1736124823948,GARLAND,LORETTO,AVE,AVE, , ,-85.8263588793352,38.2473958055977
 1736222872482,44TH,GARLAND,ST,AVE, ,S,-85.8252395134368,38.2472903113573
 1736322942482,43RD,GARLAND,ST,AVE, ,S,-85.8237998123495,38.2471606298113
 1736422905537,47TH,RIVERVIEW,ST,AVE, ,S,-85.8323004893698,38.2468992450883
 1736522892482,42ND,GARLAND,ST,AVE, ,S,-85.8223356444159,38.2470308137131
 1736610262482,CECIL,GARLAND,AVE,AVE, , ,-85.8208771259506,38.2468996846178
 1736755377120,RIVERVIEW,SOUTHWESTERN,AVE,PKY, , ,-85.8297483942257,38.2466721933236
 1736835325537,KENTUCKY,RIVERVIEW,ST,AVE, ,W,-85.8279676329279,38.246143035163
 1736835327116,KENTUCKY,WESTCHESTER,ST,AVE, ,W,-85.8279676329279,38.246143035163
 1736855377116,RIVERVIEW,WESTCHESTER,AVE,AVE, , ,-85.8279676329279,38.246143035163
 1736922907116,47TH,WESTCHESTER,ST,AVE, ,S,-85.8323870932168,38.2460527120657
 1737022833532,45TH,KENTUCKY,ST,ST,W,S,-85.8274601843701,38.2461108025042
 1737135323948,KENTUCKY,LORETTO,ST,AVE, ,W,-85.8264980069524,38.2460427901052
 1737222873532,44TH,KENTUCKY,ST,ST,W,S,-85.8254333930716,38.245932840891
 1737371167120,WESTCHESTER,SOUTHWESTERN,AVE,PKY, , ,-85.8298391230504,38.2458234233715
 1737422943532,43RD,KENTUCKY,ST,ST,W,S,-85.8239013104927,38.2457784810764
 1737522943532,43RD,KENTUCKY,ST,ST,W,S,-85.8242437805023,38.2457039310983
 1737622893532,42ND,KENTUCKY,ST,ST,W,S,-85.822441045117,38.2456921240248
 1737735327310,KENTUCKY,WOODWAY,ST,LN, ,W,-85.8232068041007,38.2456534368004
 1738026517120,GREENWOOD,SOUTHWESTERN,AVE,PKY, , ,-85.8299350005036,38.2449732996411
 1738026519371,GREENWOOD,CHICKASAW PARK,AVE,RD, , ,-85.8299350005036,38.2449732996411
 1738071209371,SOUTHWESTERN,CHICKASAW PARK,PKY,RD, , ,-85.8299350005036,38.2449732996411
 1738222832651,45TH,GREENWOOD,ST,AVE, ,S,-85.8276475403035,38.2447722904244
 1738326513484,GREENWOOD,KAISER,AVE,CT, , ,-85.8263260541612,38.2446571065588
 1738422942651,43RD,GREENWOOD,ST,AVE, ,S,-85.8249792015208,38.2445362421424
 1738522942651,43RD,GREENWOOD,ST,AVE, ,S,-85.8244435987349,38.2444880213829
 1738626517310,GREENWOOD,WOODWAY,AVE,LN, , ,-85.823373641358,38.2443888092971
 1738726047120,GRAND,SOUTHWESTERN,AVE,PKY, , ,-85.8300389486861,38.2440758625672
 1738810262651,CECIL,GREENWOOD,AVE,AVE, , ,-85.8211122612106,38.2441892436625
 1738922832604,45TH,GRAND,ST,AVE, ,S,-85.8277460683198,38.2438773458182
 1739022942604,43RD,GRAND,ST,AVE, ,S,-85.8250711712087,38.2436384706023
 1739362287120,SUNSET,SOUTHWESTERN,AVE,PKY, , ,-85.8301473774547,38.2431806064137
 1739410262604,CECIL,GRAND,AVE,AVE, , ,-85.8212871777169,38.2431796451397
 1739550966228,PLATO,SUNSET,TER,AVE, , ,-85.8287891321686,38.2430595798919
 1739622836228,45TH,SUNSET,ST,AVE, ,S,-85.8278588147452,38.2429757719957
 1739722946228,43RD,SUNSET,ST,AVE, ,S,-85.8251760810895,38.2426550423116
 1739922896228,42ND,SUNSET,ST,AVE, ,S,-85.8229079288749,38.2424420430244
 1740093719372,CHICKASAW PARK,CHICKASAW LOOP,RD,RD, , ,-85.8331502636443,38.2422657749364
 1740127847120,HALE,SOUTHWESTERN,AVE,PKY, , ,-85.8302596354807,38.2422201876381
 1740210266228,CECIL,SUNSET,AVE,AVE, , ,-85.8214538602492,38.2423127985761
 1740327845096,HALE,PLATO,AVE,TER, , ,-85.8288996897081,38.242098214099
 1740422832784,45TH,HALE,ST,AVE, ,S,-85.827970605676,38.2420157191499
 1740627843484,HALE,KAISER,AVE,CT, , ,-85.8265911817156,38.2418908099319
 1740793719372,CHICKASAW PARK,CHICKASAW LOOP,RD,RD, , ,-85.8331274044819,38.241619424398
 1740822942784,43RD,HALE,ST,AVE, ,S,-85.8252704336446,38.2417469391938
 1740922892784,42ND,HALE,ST,AVE, ,S,-85.8230746690957,38.2415386314464
 1741010262784,CECIL,HALE,AVE,AVE, , ,-85.8216124229596,38.2414530985981
 1741119982283,EXLEY,45TH,CT,ST,S, ,-85.8280076867783,38.2412709164119
 1741222852784,41ST,HALE,ST,AVE, ,S,-85.8204632887964,38.2413537245025
 1741319983484,EXLEY,KAISER,CT,CT, , ,-85.8266762341747,38.2411567130891
 1741468777120,VIRGINIA,SOUTHWESTERN,AVE,PKY, , ,-85.83043633659,38.2407311079023
 1741550966877,PLATO,VIRGINIA,TER,AVE, , ,-85.8290748119278,38.2406227391371
 1741622836877,45TH,VIRGINIA,ST,AVE, ,S,-85.8280359205252,38.2405286431336
 1741734846877,KAISER,VIRGINIA,CT,AVE, , ,-85.8267419264263,38.2404331765669
 1741822946877,43RD,VIRGINIA,ST,AVE, ,S,-85.8254208667949,38.2403339412472
 1742019116877,ELLERHOLT,VIRGINIA,CT,AVE, , ,-85.8243212789843,38.2402504152698
 1742122896877,42ND,VIRGINIA,ST,AVE, ,S,-85.8232876054119,38.2401556918782
 1742210266877,CECIL,VIRGINIA,AVE,AVE, , ,-85.8218680481179,38.2400301077937
 1742322856877,41ST,VIRGINIA,ST,AVE, ,S,-85.8207268653489,38.2399350924548
 1742516987120,DUMESNIL,SOUTHWESTERN,ST,PKY, , ,-85.8305545226355,38.2397332089771
 1742616982283,DUMESNIL,45TH,ST,ST,S, ,-85.8281292098397,38.2395132696169
 1742722947240,43RD,WINNROSE,ST,WAY, ,S,-85.825520427287,38.2394053409324
 1742871209371,SOUTHWESTERN,CHICKASAW PARK,PKY,RD, , ,-85.8306448319233,38.2389469996726
 1742910267240,CECIL,WINNROSE,AVE,WAY, , ,-85.8220370395746,38.2390895907404
 1743021177240,FAIRLAND,WINNROSE,PL,WAY, , ,-85.8269764185497,38.2388846280824
 1743271207240,SOUTHWESTERN,WINNROSE,PKY,WAY, , ,-85.8306673296853,38.2386738972555
 1743322837240,45TH,WINNROSE,ST,WAY, ,S,-85.8282596762138,38.2384746016083
 1743422632294,FORDSON,43RD,WAY,ST,S, ,-85.8256122013983,38.2384991600697
 1743610262263,CECIL,FORDSON,AVE,WAY, , ,-85.8221969172229,38.2381907354544
 1743722632285,FORDSON,41ST,WAY,ST,S, ,-85.8210561609454,38.2380940014504
 1744100612519,ALGONQUIN,GIBSON,PKY,LN, , ,-85.8307077190166,38.2329292237231
 1744300612519,ALGONQUIN,GIBSON,PKY,LN, , ,-85.827454851982,38.2313303454024
 1744403330925,LINDA,CAMP GROUND,LN,RD, , ,-85.8283004630525,38.2136803960083
 174450925D265,CAMP GROUND,JOINT VENTURE,RD,LN, , ,-85.8286355890095,38.2136040282128
 1744609253851,CAMP GROUND,LIKENS,RD,AVE, , ,-85.8293075759591,38.2134911751487
 1744700000925,NO STREET NAME,CAMP GROUND, ,RD, , ,-85.8301351453976,38.2136097437649
 1744803332667,LINDA,GUDGEL,LN,RD, , ,-85.8267275107201,38.2128590178045
 1745219017068,ELGIN,WAYSIDE,WAY,DR, , ,-85.8199486717079,38.2121477479464
 1745403330934,LINDA,CANE RUN,LN,RD, , ,-85.8224911710273,38.2110880805641
 1745519013565,ELGIN,KINGSWOOD,WAY,WAY, , ,-85.8215222140512,38.2106064318041
 1745609343565,CANE RUN,KINGSWOOD,RD,WAY, , ,-85.8226556899617,38.2109294899396
 1745738515394,LIKENS,RALPH,AVE,AVE, , ,-85.8308167267669,38.2104179279703
 1745935657068,KINGSWOOD,WAYSIDE,WAY,DR, , ,-85.8197082698335,38.2103246145235
 1746026675394,GUDGEL,RALPH,RD,AVE, , ,-85.8299349254805,38.2101648374584
 1746253949646,RALPH,VOGT,AVE,AVE, , ,-85.8288999781505,38.2097516874029
 1746335656852,KINGSWOOD,VERNA,WAY,RD, , ,-85.8195154518393,38.2092135356622
 1746437105532,LAKE DREAMLAND,RIVER FRONT,RD,DR, , ,-85.8621342076472,38.2083951042805
 1746537104817,LAKE DREAMLAND,OVERBROOK,RD,DR,S, ,-85.8599027041118,38.2083798604892
 1746537108468,LAKE DREAMLAND,OVERBROOK,RD,DR,W, ,-85.8599027041118,38.2083798604892
 1746548178468,OVERBROOK,OVERBROOK,DR,DR,W,S,-85.8599027041118,38.2083798604892
 1746653949995,RALPH,I 264 RAMP,AVE, , , ,-85.8267323316837,38.2088301268921
 1746937104817,LAKE DREAMLAND,OVERBROOK,RD,DR,S, ,-85.8591781183094,38.2082746290518
 1747125155394,GERALD,RALPH,DR,AVE, , ,-85.8263994407197,38.2086876898348
 1747337108467,LAKE DREAMLAND,OVERBROOK,RD,DR,E, ,-85.8586991509603,38.2081795240371
 1747509345394,CANE RUN,RALPH,RD,AVE, , ,-85.8254916864101,38.2083596476634
 1747732895394,JACKS,RALPH,LN,AVE, , ,-85.823974325321,38.2079285907629
 1747933725394,JUDY,RALPH,LN,AVE, , ,-85.8228718842751,38.2075901940301
 1748209865284,CARRIE,QUINTON,DR,DR, , ,-85.8306825664238,38.2073707872691
 1748443765394,MILDRED,RALPH,DR,AVE, , ,-85.8217282576119,38.2072380087571
 1748599529995,I 264 WEST,I 264 RAMP, , , , ,-85.8253874024176,38.2111757057088
 1748699529995,I 264 WEST,I 264 RAMP, , , , ,-85.8278494519352,38.2068170954893
 1748753946852,RALPH,VERNA,AVE,RD, , ,-85.8204836297463,38.2068622854975
 1748937105532,LAKE DREAMLAND,RIVER FRONT,RD,DR, , ,-85.8650747535549,38.205975949239
 1749043765083,MILDRED,PIONEER,DR,RD, , ,-85.8221455214841,38.2063942166324
 1749150045083,PEASLEE,PIONEER,RD,RD, , ,-85.8253581018692,38.2067936742197
 1749309255889,CAMP GROUND,SENN,RD,RD, , ,-85.8511444044599,38.2059766608271
 1749409865493,CARRIE,RICHELLE,DR,DR, , ,-85.8324665434039,38.205998033998
 1749609253588,CAMP GROUND,KRAMERS,RD,LN, , ,-85.8490620210494,38.2064690985719
 1749709255889,CAMP GROUND,SENN,RD,RD, , ,-85.850059865445,38.2056800059511
 1750052845493,QUINTON,RICHELLE,DR,DR, , ,-85.8313444290774,38.2054558902439
 1750132755083,WESSEL,PIONEER,RD,RD, , ,-85.8195567860485,38.2056077929184
 1750243765004,MILDRED,PEASLEE,DR,RD, , ,-85.8225166402242,38.2055295023235
 1750309253710,CAMP GROUND,LAKE DREAMLAND,RD,RD, , ,-85.8518535644044,38.2050284222713
 1750409345493,CANE RUN,RICHELLE,RD,DR, , ,-85.830144190481,38.2048215868943
 1750504543588,BEECH,KRAMERS,DR,LN, , ,-85.8438889180237,38.2042172257009
 1750607430925,BUBBLING OVER,CAMP GROUND,DR,RD, , ,-85.8525294288991,38.2040311145925
 1750932424376,PERTH,MILDRED,DR,DR, , ,-85.8221503781486,38.2042657626344
 1751154176195,RAUSCH,STROTMAN,DR,RD, , ,-85.8290332770076,38.2040864708482
 1751232425417,PERTH,RAUSCH,DR,DR, , ,-85.8231543676814,38.2041787711287
 1751232426195,PERTH,STROTMAN,DR,RD, , ,-85.8231543676814,38.2041787711287
 1751254176195,RAUSCH,STROTMAN,DR,RD, , ,-85.8231543676814,38.2041787711287
 1751443765042,MILDRED,PERTH,DR,CT, , ,-85.8217215104484,38.204190261936
 1751655196195,RIEDLEY,STROTMAN,RD,RD, , ,-85.8279987858757,38.2039439572241
 1751819076195,ELKHORN,STROTMAN,LN,RD, , ,-85.8261842167207,38.2039003242654
 1752000003588,NO STREET NAME,KRAMERS, ,LN, , ,-85.8413015548023,38.2030656311252
 1752101024376,AMBOY,MILDRED,DR,DR, , ,-85.8215936293812,38.2032862665832
 1752221475519,FARNSLEY,RIEDLEY,RD,RD, , ,-85.8280625447863,38.2031441575571
 1752399529995,I 264 WEST,I 264 RAMP, , , , ,-85.8272608727449,38.2031126615806
 1752455185519,RIEDLEY,RIEDLEY,CT,RD, , ,-85.8281333242378,38.2025673478702
 1752630545013,HUBER,PELESKE,RD,DR, , ,-85.826083973557,38.2024076248873
 1752707822147,BURRELL,FARNSLEY,DR,RD, , ,-85.82183371494,38.2023377503376
 1752821474376,FARNSLEY,MILDRED,RD,DR, , ,-85.8216438210981,38.2023280345762
 1752918535013,ECTON,PELESKE,LN,DR, , ,-85.82607900432,38.2021383710488
 1753147915158,ORCHARD,PRISCILLA,WAY,CT, , ,-85.8300478631184,38.2020036293171
 1753307821853,BURRELL,ECTON,DR,LN, , ,-85.8226073558075,38.20198093292
 1753447916402,ORCHARD,TEDMARK,WAY,CT, , ,-85.8299283998434,38.2018384391224
 1753609253015,CAMP GROUND,HUGHES,RD,LN, , ,-85.8558719998745,38.2012724644481
 1754107824235,BURRELL,MARY CATHERINE,DR,DR, , ,-85.8226551860089,38.2013969317011
 1754242355013,MARY CATHERINE,PELESKE,DR,DR, , ,-85.8261566298467,38.2012843872129
 1754326716287,GUEST,SMITH,AVE,RD, , ,-85.8396515468009,38.201369950943
 1754440736287,MATTHEWS,SMITH,AVE,RD, , ,-85.8388180870095,38.2010161523381
 1754507824235,BURRELL,MARY CATHERINE,DR,DR, , ,-85.8226760328902,38.2011339419944
 1754747917065,ORCHARD,WAYNE,WAY,RD, , ,-85.8296974610803,38.2008387086572
 1754916027065,DIENES,WAYNE,WAY,RD, , ,-85.8315599723559,38.2007263740866
 1755155197065,RIEDLEY,WAYNE,RD,RD, , ,-85.827956591844,38.2007514513095
 1755450137065,PELESKE,WAYNE,DR,RD, , ,-85.8262030038467,38.200754731435
 1755607826463,BURRELL,THISTLEDAWN,DR,DR, , ,-85.8227249152841,38.2005179993753
 1755750136463,PELESKE,THISTLEDAWN,DR,DR, , ,-85.8262301165319,38.2004402432614
 1755908124736,BUCKEYE,OBOE,RD,DR, , ,-85.841794755002,38.2006220741541
 1756047366270,OBOE,SUMAC,DR,RD, , ,-85.8427622390346,38.2000636221802
 1756107826463,BURRELL,THISTLEDAWN,DR,DR, , ,-85.8227446012405,38.2002817994366
 1756408126265,BUCKEYE,SASSAFRAS,RD,RD, , ,-85.8398267790477,38.1997548507231
 1756747365679,OBOE,RICHMONT,DR,RD, , ,-85.8438429925022,38.1994337527519
 1756815905013,DEVERON,PELESKE,DR,DR, , ,-85.8262993688856,38.1996416439844
 1756903064432,CILLIA,MONICA LYNN,RD,RD, , ,-85.8297877941494,38.1995546519791
 1756903064791,CILLIA,ORCHARD,RD,WAY, , ,-85.8297877941494,38.1995546519791
 1756944324791,MONICA LYNN,ORCHARD,RD,WAY, , ,-85.8297877941494,38.1995546519791
 1757107821590,BURRELL,DEVERON,DR,DR, , ,-85.8227986312752,38.1996424427807
 1757308100811,BROADLEAF,BUCKEYE,DR,CT, , ,-85.8394305314657,38.1993802966613
 1757308100812,BROADLEAF,BUCKEYE,DR,RD, , ,-85.8394305314657,38.1993802966613
 1757308110812,BUCKEYE,BUCKEYE,CT,RD, , ,-85.8394305314657,38.1993802966613
 1757441254432,MAE,MONICA LYNN,AVE,RD, , ,-85.8280604213866,38.1993819099881
 1757441255519,MAE,RIEDLEY,AVE,RD, , ,-85.8280604213866,38.1993819099881
 1757444325519,MONICA LYNN,RIEDLEY,RD,RD, , ,-85.8280604213866,38.1993819099881
 1757507821590,BURRELL,DEVERON,DR,DR, , ,-85.8228154100159,38.1994325446295
 1757608094736,BOXELDER,OBOE,RD,DR, , ,-85.844910553942,38.1987983029693
 1757750136483,PELESKE,THURMAN,DR,CT, , ,-85.8263653494707,38.1988727844729
 1757808106270,BROADLEAF,SUMAC,DR,RD, , ,-85.8400686026856,38.1986386550225
 1758047915791,ORCHARD,ST DENNIS,WAY,AVE, , ,-85.8301704079878,38.1987041742214
 1758207826484,BURRELL,THURMAN,DR,DR, , ,-85.8228692027313,38.1987623796677
 1758307826484,BURRELL,THURMAN,DR,DR, , ,-85.8228844743885,38.1985835706796
 1758547366269,OBOE,SHAGBARK,DR,RD, , ,-85.8458605253711,38.197959584472
 1758641255791,MAE,ST DENNIS,AVE,AVE, , ,-85.8286759191785,38.1981164962188
 1758708105679,BROADLEAF,RICHMONT,DR,RD, , ,-85.8409729167903,38.197937573865
 1758809341358,CANE RUN,CRUMS,RD,LN, , ,-85.8373871618678,38.1993207370194
 1758913585127,CRUMS,POPPY,LN,AVE, , ,-85.8340583211787,38.197806855393
 1759007825013,BURRELL,PELESKE,DR,DR, , ,-85.826145484471,38.197881892458
 1759140614791,HARTLAGE,ORCHARD,CT,WAY, , ,-85.8308249005758,38.1977134637396
 1759209344061,CANE RUN,HARTLAGE,RD,CT, , ,-85.835992598805,38.200384970025
 1759507825849,BURRELL,SCHAFFNER,DR,DR, , ,-85.8222231539543,38.197635096767
 1759613586216,CRUMS,SUNFLOWER,LN,AVE, , ,-85.8329788790605,38.1973811298715
 1759708090810,BOXELDER,BROADLEAF,RD,DR, , ,-85.8418725781367,38.197243332569
 1759809345679,CANE RUN,RICHMONT,RD,RD, , ,-85.8401440626835,38.1972161744509
 1759947366315,OBOE,SHANKS,DR,LN, , ,-85.8462449407322,38.1970415673289
 1760140614125,HARTLAGE,MAE,CT,AVE, , ,-85.8292894576184,38.197102231458
 1760313582335,CRUMS,FREEMAN,LN,AVE, , ,-85.8317952574472,38.1969252227425
 1760508106269,BROADLEAF,SHAGBARK,DR,RD, , ,-85.8427806399557,38.1965361813371
 1760740615791,HARTLAGE,ST DENNIS,CT,AVE, , ,-85.8277182340117,38.1964446880015
 1761113804736,CLARENE,OBOE,DR,DR, , ,-85.846886786869,38.1960008140116
 1761213584125,CRUMS,MAE,LN,AVE, , ,-85.8298158056723,38.1961602072521
 1761308106315,BROADLEAF,SHANKS,DR,LN, , ,-85.8434596435955,38.1958002714165
 1761551687210,PUTMAN,WILMOTH,ST,AVE, , ,-85.8751880555281,38.1949392083179
 1761703070934,CRUMS,CANE RUN,LN,RD, ,S,-85.842577830539,38.1953806417574
 1761703076315,CRUMS,SHANKS,LN,LN, ,S,-85.842577830539,38.1953806417574
 1761709346315,CANE RUN,SHANKS,RD,LN, , ,-85.842577830539,38.1953806417574
 1761811171358,CHEVIOT,CRUMS,DR,LN, , ,-85.8270710983459,38.1951495705188
 1761811174061,CHEVIOT,HARTLAGE,DR,CT, , ,-85.8270710983459,38.1951495705188
 1761813584061,CRUMS,HARTLAGE,LN,CT, , ,-85.8270710983459,38.1951495705188
 1761913806547,CLARENE,TUBA,DR,DR, , ,-85.8497300472078,38.1948335619002
 1762007821358,BURRELL,CRUMS,DR,LN, , ,-85.8264246952475,38.1951105851373
 1762103074003,CRUMS,LYNNVIEW,LN,DR, ,S,-85.8415200413794,38.1948717057372
 1762207821358,BURRELL,CRUMS,DR,LN, , ,-85.8258829254359,38.1950821988786
176240934E940,CANE RUN,COVENTRY COMMONS,RD,DR, , ,-85.8433420735931,38.1948016570924
 1762551687211,PUTMAN,WILSHIRE,ST,AVE, , ,-85.8757047187889,38.194291231002
 1762713585849,CRUMS,SCHAFFNER,LN,DR, , ,-85.8224812332592,38.1948855419334
 1762803075127,CRUMS,POPPY,LN,AVE, ,S,-85.83601900939,38.1946777920165
 1763030033800,HOWARD,LEES,AVE,LN, , ,-85.8771281890238,38.1940548412063
 1763103076216,CRUMS,SUNFLOWER,LN,AVE, ,S,-85.8347222654498,38.1946188519436
 1763213583925,CRUMS,LOMOND,LN,DR, , ,-85.8208850181115,38.1947974402607
 1763303076230,CRUMS,SUNSET,LN,DR, ,S,-85.8338109490282,38.1945602458195
 1763435177210,KENMORE,WILMOTH,AVE,AVE, , ,-85.8729008615336,38.1938921995292
 1763503071673,CRUMS,DOVER,LN,RD, ,S,-85.8315662856304,38.1944394635087
 1763703071671,CRUMS,DOVER,LN,CT, ,S,-85.8312788487427,38.1944242195434
 1763803071073,CRUMS,CHARLOTTE ANN,LN,DR, ,S,-85.8402432996602,38.1942958818708
 1763903074125,CRUMS,MAE,LN,AVE, ,S,-85.8301472381215,38.1943970638764
 1764047366547,OBOE,TUBA,DR,DR, , ,-85.8481112145459,38.1941143317941
 1764138005168,LEES,PUTMAN,LN,ST, , ,-85.8762183849671,38.1936321973437
 1764303071200,CRUMS,CLYDE,LN,DR, ,S,-85.8281574305323,38.1942730224612
 1764403071117,CRUMS,CHEVIOT,LN,DR, ,S,-85.8270716751428,38.194273796861
 1764607820791,BURRELL,BUTLER,DR,RD, , ,-85.8259708079553,38.1941397613726
 1764700190791,ADDISON,BUTLER,LN,RD, , ,-85.824847967863,38.1940753558254
 1764838004331,LEES,MELROSE,LN,AVE, , ,-85.8754854166798,38.1932968957663
 1764935177211,KENMORE,WILSHIRE,AVE,AVE, , ,-85.8734241733304,38.1932493753836
 1765007913925,BUTLER,LOMOND,RD,DR, , ,-85.8218924006502,38.1939078529258
 1765109256349,CAMP GROUND,SCHMITT,RD,RD, , ,-85.8412944333798,38.2110125415528
 1765400612285,ALGONQUIN,41ST,PKY,ST,S, ,-85.82359881422,38.2259297187066
 1765604850486,BELQUIN,BELQUIN,PL,RD, , ,-85.8200156861404,38.2235056728086
 176580478D272,BELLS,OXY,LN,RD, , ,-85.8289290864789,38.2232660791282
 1765904782285,BELLS,41ST,LN,ST,S, ,-85.8239041400588,38.2230889000784
 1766064549995,39TH,I 264 RAMP,ST, , ,S,-85.8215430392273,38.2233989538121
 1766164549995,39TH,I 264 RAMP,ST, , ,S,-85.8215993112863,38.2225601968051
 1766204780486,BELLS,BELQUIN,LN,RD, , ,-85.8210879698925,38.222378606741
 1766499529995,I 264 WEST,I 264 RAMP, , , , ,-85.8222053640179,38.2198385789836
 1766509255394,CAMP GROUND,RALPH,RD,AVE, , ,-85.8394311455428,38.2124378335016
 1766827409233,BRAMERS,DREAM LAKE,LN,DR, , ,-85.8676117913055,38.2034010321794
 1767006452740,BRAMERS,BRAMERS,CT,LN, , ,-85.8651314925523,38.2022646398129
 1767109252740,CAMP GROUND,BRAMERS,RD,LN, , ,-85.8600992237958,38.1991441795702
 1767209252740,CAMP GROUND,BRAMERS,RD,LN, , ,-85.8590775718953,38.1988608822955
 1767709349995,CANE RUN,I 264 RAMP,RD, , , ,-85.8268755669023,38.2072903681798
 1767809349995,CANE RUN,I 264 RAMP,RD, , , ,-85.8274307064854,38.2068681573277
 1767909349995,CANE RUN,I 264 RAMP,RD, , , ,-85.8286285738975,38.2059708757052
 1768009349995,CANE RUN,I 264 RAMP,RD, , , ,-85.8292679782939,38.2054831055753
 1768109343588,CANE RUN,KRAMERS,RD,LN, , ,-85.8350031338293,38.2011351410301
 1768311556545,CLARINET,TRUMPET,DR,WAY, , ,-85.8510701839973,38.1942745197927
 1768416366545,DONALD,TRUMPET,DR,WAY, , ,-85.8516489942963,38.1934172416307
 1768500256521,ADVENTURE,TRAPPERS,RD,TRL, , ,-85.8328503307406,38.2036968124096
 1768600251526,ADVENTURE,DAVY CROCKETT,RD,TRL, , ,-85.832980426711,38.2035251953541
 1768709346521,CANE RUN,TRAPPERS,RD,TRL, , ,-85.8320846543251,38.2033307175868
 1768909342147,CANE RUN,FARNSLEY,RD,RD, , ,-85.8313806567938,38.2038617871812
 1769000252147,ADVENTURE,FARNSLEY,RD,RD, , ,-85.8335253158078,38.202921393487
 1769109342147,CANE RUN,FARNSLEY,RD,RD, , ,-85.8330420119166,38.2026175524041
 1769109345595,CANE RUN,RONALD,RD,CT, , ,-85.8330420119166,38.2026175524041
 1769121475595,FARNSLEY,RONALD,RD,CT, , ,-85.8330420119166,38.2026175524041
 1769268377552,VAN WINKLE,ZOELLER,DR,AVE, , ,-85.8366062930005,38.202675803342
 1769309346837,CANE RUN,VAN WINKLE,RD,DR, , ,-85.8337674126833,38.2020647598413
 1769435884073,KRAMERS,MATTHEWS,LN,AVE, , ,-85.8381901580018,38.201959449147
 1769666726679,TRAILS END,WAGON,RD,TRL, , ,-85.8365490750706,38.2056086658304
 1769757276679,MARKSMAN,WAGON,TRL,TRL, , ,-85.8358358575339,38.2052638088226
 1769866727569,TRAILS END,POSSUM,RD,PASS, , ,-85.8368993101271,38.2051503974088
 1769915265727,DAVY CROCKETT,MARKSMAN,TRL,TRL, , ,-85.8361097193406,38.2050736738228
 1770057277569,MARKSMAN,POSSUM,TRL,PASS, , ,-85.8364049925299,38.204907789881
 1770152506672,BEAR,TRAILS END,PASS,RD, , ,-85.8372284669249,38.2046834062295
 1770215266521,DAVY CROCKETT,TRAPPERS,TRL,TRL, , ,-85.8352787310193,38.2046548048108
 1770352505727,BEAR,MARKSMAN,PASS,TRL, , ,-85.8369814446329,38.204568325661
 1770457276672,MARKSMAN,TRAILS END,TRL,RD, , ,-85.8374823917153,38.2042978561484
 1770500256521,ADVENTURE,TRAPPERS,RD,TRL, , ,-85.835500604823,38.2042554474292
 1770600254425,ADVENTURE,MODERN,RD,WAY, , ,-85.8358786884324,38.2044353511555
 1770921477552,FARNSLEY,ZOELLER,RD,AVE, , ,-85.8362753315653,38.2036446753588
 1771700612279,ALGONQUIN,40TH,PKY,ST,S, ,-85.8224210518363,38.2258436266678
 1771999529995,I 264 WEST,I 264 RAMP, , , , ,-85.8216790185509,38.2263654810617
 1772042147120,MARKET,SOUTHWESTERN,ST,PKY, ,W,-85.8256666656427,38.2651398782297
 1772122923327,46TH,JEFFERSON,ST,ST,W,S,-85.824815937368,38.2638712140337
 1772328987120,HERMAN,SOUTHWESTERN,ST,PKY, , ,-85.8265255411873,38.2630726814555
 1772422922898,46TH,HERMAN,ST,ST, ,S,-85.8252558419593,38.2627960523931
 1772422925918,46TH,SHAMROCK WYND,ST, , ,S,-85.8252558419593,38.2627960523931
 1772428985918,HERMAN,SHAMROCK WYND,ST, , , ,-85.8252558419593,38.2627960523931
 1772528985927,HERMAN,SHAWNEE,ST,DR, , ,-85.8244457965411,38.2625821771154
